Pfam ID	Pfam Name	Gene Count	
pfam00004	AAA - ATPase family associated with various cellular activities (AAA)	8	
pfam00005	ABC_tran - ABC transporter	39	
pfam00006	ATP-synt_ab - ATP synthase alpha/beta family, nucleotide-binding domain	6	
pfam00009	GTP_EFTU - Elongation factor Tu GTP binding domain	7	
pfam00012	HSP70 - Hsp70 protein	3	
pfam00013	KH_1 - KH domain	1	
pfam00015	MCPsignal - Methyl-accepting chemotaxis protein (MCP) signalling domain	1	
pfam00027	cNMP_binding - Cyclic nucleotide-binding domain	12	
pfam00034	Cytochrom_C - Cytochrome c	1	
pfam00035	dsrm - Double-stranded RNA binding motif	1	
pfam00037	Fer4 - 4Fe-4S binding domain	1	
pfam00044	Gp_dh_N - Glyceraldehyde 3-phosphate dehydrogenase, NAD binding domain	1	
pfam00056	Ldh_1_N - lactate/malate dehydrogenase, NAD binding domain	2	
pfam00067	p450 - Cytochrome P450	4	
pfam00069	Pkinase - Protein kinase domain	4	
pfam00072	Response_reg - Response regulator receiver domain	55	
pfam00078	RVT_1 - Reverse transcriptase (RNA-dependent DNA polymerase)	1	
pfam00080	Sod_Cu - Copper/zinc superoxide dismutase (SODC)	1	
pfam00081	Sod_Fe_N - Iron/manganese superoxide dismutases, alpha-hairpin domain	1	
pfam00082	Peptidase_S8 - Subtilase family	3	
pfam00083	Sugar_tr - Sugar (and other) transporter	6	
pfam00085	Thioredoxin - Thioredoxin	1	
pfam00091	Tubulin - Tubulin/FtsZ family, GTPase domain	1	
pfam00092	VWA - von Willebrand factor type A domain	7	
pfam00106	adh_short - short chain dehydrogenase	22	
pfam00107	ADH_zinc_N - Zinc-binding dehydrogenase	12	
pfam00108	Thiolase_N - Thiolase, N-terminal domain	2	
pfam00109	ketoacyl-synt - Beta-ketoacyl synthase, N-terminal domain	5	
pfam00111	Fer2 - 2Fe-2S iron-sulfur cluster binding domain	3	
pfam00113	Enolase_C - Enolase, C-terminal TIM barrel domain	1	
pfam00115	COX1 - Cytochrome C and Quinol oxidase polypeptide I	3	
pfam00116	COX2 - Cytochrome C oxidase subunit II, periplasmic domain	3	
pfam00117	GATase - Glutamine amidotransferase class-I	5	
pfam00118	Cpn60_TCP1 - TCP-1/cpn60 chaperonin family	1	
pfam00119	ATP-synt_A - ATP synthase A chain	2	
pfam00120	Gln-synt_C - Glutamine synthetase, catalytic domain	1	
pfam00121	TIM - Triosephosphate isomerase	2	
pfam00122	E1-E2_ATPase - E1-E2 ATPase	4	
pfam00126	HTH_1 - Bacterial regulatory helix-turn-helix protein, lysR family	9	
pfam00128	Alpha-amylase - Alpha amylase, catalytic domain	15	
pfam00132	Hexapep - Bacterial transferase hexapeptide (six repeats)	8	
pfam00133	tRNA-synt_1 - tRNA synthetases class I (I, L, M and V)	3	
pfam00135	COesterase - Carboxylesterase family	2	
pfam00137	ATP-synt_C - ATP synthase subunit C	2	
pfam00140	Sigma70_r1_2 - Sigma-70 factor, region 1.2	1	
pfam00141	peroxidase - Peroxidase	1	
pfam00144	Beta-lactamase - Beta-lactamase	4	
pfam00146	NADHdh - NADH dehydrogenase	1	
pfam00149	Metallophos - Calcineurin-like phosphoesterase	5	
pfam00150	Cellulase - Cellulase (glycosyl hydrolase family 5)	4	
pfam00152	tRNA-synt_2 - tRNA synthetases class II (D, K and N)	3	
pfam00154	RecA - recA bacterial DNA recombination protein	2	
pfam00155	Aminotran_1_2 - Aminotransferase class I and II	9	
pfam00156	Pribosyltran - Phosphoribosyl transferase domain	6	
pfam00158	Sigma54_activat - Sigma-54 interaction domain	10	
pfam00160	Pro_isomerase - Cyclophilin type peptidyl-prolyl cis-trans isomerase/CLD	4	
pfam00162	PGK - Phosphoglycerate kinase	1	
pfam00163	Ribosomal_S4 - Ribosomal protein S4/S9 N-terminal domain	2	
