Pfam ID	Pfam Name	Gene Count	
pfam00004	AAA - ATPase family associated with various cellular activities (AAA)	18	
pfam00005	ABC_tran - ABC transporter	7	
pfam00006	ATP-synt_ab - ATP synthase alpha/beta family, nucleotide-binding domain	2	
pfam00009	GTP_EFTU - Elongation factor Tu GTP binding domain	7	
pfam00012	HSP70 - Hsp70 protein	4	
pfam00013	KH_1 - KH domain	1	
pfam00022	Actin - Actin	3	
pfam00023	Ank - Ankyrin repeat	1	
pfam00025	Arf - ADP-ribosylation factor family	5	
pfam00027	cNMP_binding - Cyclic nucleotide-binding domain	1	
pfam00037	Fer4 - 4Fe-4S binding domain	1	
pfam00044	Gp_dh_N - Glyceraldehyde 3-phosphate dehydrogenase, NAD binding domain	1	
pfam00046	Homeobox - Homeobox domain	4	
pfam00063	Myosin_head - Myosin head (motor domain)	1	
pfam00069	Pkinase - Protein kinase domain	26	
pfam00070	Pyr_redox - Pyridine nucleotide-disulphide oxidoreductase	1	
pfam00071	Ras - Ras family	8	
pfam00072	Response_reg - Response regulator receiver domain	1	
pfam00076	RRM_1 - RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)	15	
pfam00078	RVT_1 - Reverse transcriptase (RNA-dependent DNA polymerase)	5	
pfam00081	Sod_Fe_N - Iron/manganese superoxide dismutases, alpha-hairpin domain	1	
pfam00082	Peptidase_S8 - Subtilase family	2	
pfam00085	Thioredoxin - Thioredoxin	3	
pfam00091	Tubulin - Tubulin/FtsZ family, GTPase domain	3	
pfam00096	zf-C2H2 - Zinc finger, C2H2 type	1	
pfam00098	zf-CCHC - Zinc knuckle	3	
pfam00102	Y_phosphatase - Protein-tyrosine phosphatase	1	
pfam00106	adh_short - short chain dehydrogenase	3	
pfam00111	Fer2 - 2Fe-2S iron-sulfur cluster binding domain	1	
pfam00113	Enolase_C - Enolase, C-terminal TIM barrel domain	1	
pfam00117	GATase - Glutamine amidotransferase class-I	1	
pfam00118	Cpn60_TCP1 - TCP-1/cpn60 chaperonin family	8	
pfam00121	TIM - Triosephosphate isomerase	1	
pfam00122	E1-E2_ATPase - E1-E2 ATPase	3	
pfam00125	Histone - Core histone H2A/H2B/H3/H4	3	
pfam00130	C1_1 - Phorbol esters/diacylglycerol binding domain (C1 domain)	1	
pfam00132	Hexapep - Bacterial transferase hexapeptide (six repeats)	1	
pfam00133	tRNA-synt_1 - tRNA synthetases class I (I, L, M and V)	2	
pfam00134	Cyclin_N - Cyclin, N-terminal domain	3	
pfam00136	DNA_pol_B - DNA polymerase family B	4	
pfam00137	ATP-synt_C - ATP synthase subunit C	2	
pfam00149	Metallophos - Calcineurin-like phosphoesterase	4	
pfam00152	tRNA-synt_2 - tRNA synthetases class II (D, K and N)	3	
pfam00155	Aminotran_1_2 - Aminotransferase class I and II	2	
pfam00160	Pro_isomerase - Cyclophilin type peptidyl-prolyl cis-trans isomerase/CLD	2	
pfam00162	PGK - Phosphoglycerate kinase	1	
pfam00163	Ribosomal_S4 - Ribosomal protein S4/S9 N-terminal domain	1	
pfam00164	Ribosom_S12_S23 - Ribosomal protein S12/S23	1	
pfam00168	C2 - C2 domain	1	
pfam00173	Cyt-b5 - Cytochrome b5-like Heme/Steroid binding domain	1	
pfam00175	NAD_binding_1 - Oxidoreductase NAD-binding domain	1	
pfam00176	SNF2_N - SNF2 family N-terminal domain	8	
pfam00177	Ribosomal_S7 - Ribosomal protein S7p/S5e	1	
pfam00179	UQ_con - Ubiquitin-conjugating enzyme	7	
pfam00182	Glyco_hydro_19 - Chitinase class I	1	
pfam00183	HSP90 - Hsp90 protein	1	
pfam00186	DHFR_1 - Dihydrofolate reductase	1	
