Pfam ID	Pfam Name	Gene Count	
pfam00004	AAA - ATPase family associated with various cellular activities (AAA)	6	
pfam00005	ABC_tran - ABC transporter	35	
pfam00006	ATP-synt_ab - ATP synthase alpha/beta family, nucleotide-binding domain	4	
pfam00009	GTP_EFTU - Elongation factor Tu GTP binding domain	4	
pfam00011	HSP20 - Hsp20/alpha crystallin family	2	
pfam00013	KH_1 - KH domain	2	
pfam00016	RuBisCO_large - Ribulose bisphosphate carboxylase large chain, catalytic domain	1	
pfam00037	Fer4 - 4Fe-4S binding domain	3	
pfam00069	Pkinase - Protein kinase domain	2	
pfam00082	Peptidase_S8 - Subtilase family	2	
pfam00085	Thioredoxin - Thioredoxin	6	
pfam00092	VWA - von Willebrand factor type A domain	1	
pfam00106	adh_short - short chain dehydrogenase	1	
pfam00107	ADH_zinc_N - Zinc-binding dehydrogenase	1	
pfam00108	Thiolase_N - Thiolase, N-terminal domain	2	
pfam00113	Enolase_C - Enolase, C-terminal TIM barrel domain	1	
pfam00115	COX1 - Cytochrome C and Quinol oxidase polypeptide I	1	
pfam00117	GATase - Glutamine amidotransferase class-I	5	
pfam00118	Cpn60_TCP1 - TCP-1/cpn60 chaperonin family	2	
pfam00120	Gln-synt_C - Glutamine synthetase, catalytic domain	1	
pfam00121	TIM - Triosephosphate isomerase	1	
pfam00122	E1-E2_ATPase - E1-E2 ATPase	3	
pfam00126	HTH_1 - Bacterial regulatory helix-turn-helix protein, lysR family	1	
pfam00132	Hexapep - Bacterial transferase hexapeptide (six repeats)	2	
pfam00133	tRNA-synt_1 - tRNA synthetases class I (I, L, M and V)	3	
pfam00136	DNA_pol_B - DNA polymerase family B	2	
pfam00137	ATP-synt_C - ATP synthase subunit C	2	
pfam00144	Beta-lactamase - Beta-lactamase	1	
pfam00145	DNA_methylase - C-5 cytosine-specific DNA methylase	1	
pfam00146	NADHdh - NADH dehydrogenase	2	
pfam00149	Metallophos - Calcineurin-like phosphoesterase	4	
pfam00152	tRNA-synt_2 - tRNA synthetases class II (D, K and N)	1	
pfam00155	Aminotran_1_2 - Aminotransferase class I and II	5	
pfam00156	Pribosyltran - Phosphoribosyl transferase domain	8	
pfam00162	PGK - Phosphoglycerate kinase	1	
pfam00163	Ribosomal_S4 - Ribosomal protein S4/S9 N-terminal domain	1	
pfam00164	Ribosom_S12_S23 - Ribosomal protein S12/S23	1	
pfam00174	Oxidored_molyb - Oxidoreductase molybdopterin binding domain	1	
pfam00177	Ribosomal_S7 - Ribosomal protein S7p/S5e	1	
pfam00180	Iso_dh - Isocitrate/isopropylmalate dehydrogenase	2	
pfam00181	Ribosomal_L2 - Ribosomal Proteins L2, RNA binding domain	1	
pfam00185	OTCace - Aspartate/ornithine carbamoyltransferase, Asp/Orn binding domain	2	
pfam00189	Ribosomal_S3_C - Ribosomal protein S3, C-terminal domain	1	
pfam00202	Aminotran_3 - Aminotransferase class-III	3	
pfam00203	Ribosomal_S19 - Ribosomal protein S19	1	
pfam00205	TPP_enzyme_M - Thiamine pyrophosphate enzyme, central domain	1	
pfam00206	Lyase_1 - Lyase	2	
pfam00208	ELFV_dehydrog - Glutamate/Leucine/Phenylalanine/Valine dehydrogenase	1	
pfam00215	OMPdecase - Orotidine 5'-phosphate decarboxylase / HUMPS family	2	
pfam00218	IGPS - Indole-3-glycerol phosphate synthase	1	
pfam00224	PK - Pyruvate kinase, barrel domain	1	
pfam00227	Proteasome - Proteasome subunit	3	
pfam00237	Ribosomal_L22 - Ribosomal protein L22p/L17e	1	
pfam00238	Ribosomal_L14 - Ribosomal protein L14p/L23e	1	
pfam00248	Aldo_ket_red - Aldo/keto reductase family	3	
pfam00252	Ribosomal_L16 - Ribosomal protein L16p/L10e	1	
pfam00253	Ribosomal_S14 - Ribosomal protein S14p/S29e	1	
pfam00254	FKBP_C - FKBP-type peptidyl-prolyl cis-trans isomerase	1	
pfam00266	Aminotran_5 - Aminotransferase class-V	3	
pfam00270	DEAD - DEAD/DEAH box helicase	8	
pfam00271	Helicase_C - Helicase conserved C-terminal domain	7	
